Name	Family	Origin	Length
ISMac22	IS5	Methanosarcina acetivorans	1156
ISMae4	IS5	Microcystis aeruginosa	1218
ISMae6	IS5	Microcystis aeruginosa	1682
ISMafe1	IS5	Mariprofundus ferrooxydans	1745
ISMaq6	IS5	Marinobacter aquaeolei	1519
ISMasp6	IS5	Magnetococcus sp.	834
ISMau1	IS5	Micromonospora aurantiaca	914
ISMba15	IS5	Methanosarcina barkeri	1251
ISMba19	IS5	Methanosarcina barkeri	858
ISMba5	IS5	Methanosarcina barkeri	872
ISMbu1	IS5	Methanococcoides burtonii	1141
ISMbu10	IS5	Methanococcoides burtonii	789
ISMca1	IS5	Methylococcus capsulatus	1336
ISMca7	IS5	Methylococcus capsulatus	1172
ISMch2	IS5	Methylobacterium chloromethanicum	861
ISMch8	IS5	Methylobacterium chloromethanicum	1494
ISMch9	IS5	Methylobacterium chloromethanicum	848
ISMdi17	IS5	Methylobacterium dichloromethanicum	888
ISMdi21	IS5	Methylobacterium dichloromethanicum	930
ISMdi24	IS5	Methylobacterium dichloromethanicum	849
ISMdi26	IS5	Methylobacterium dichloromethanicum	852
ISMebo2	IS5	Methanoculleus bourgensis	1057
ISMeco1	IS5	Methanocella conradii	1062
ISMefo1	IS5	Methanobacterium formicicum	1251
ISMem1	IS5	Methanohalophilus mahii	1004
ISMeme1	IS5	Methanococcoides methylutens	1000
ISMepa1	IS5	Candidatus Methanosphaerula	1009
ISMeth1	IS5	Candidatus Methanoperedens	1144
ISMets1	IS5	Methanosarcina sp.	1252
ISMev1	IS5	Methanohalobium evestigatum	1034
ISMeva1	IS5	Methanosarcina vacuolata	1252
ISMex15	IS5	Methylobacterium extorquens	832
ISMex19	IS5	Methylobacterium extorquens	849
ISMex28	IS5	Methylobacterium extorquens	1310
ISMex32	IS5	Methylobacterium extorquens	861
ISMex35	IS5	Methylobacterium extorquens	1294
ISMex40	IS5	Methylobacterium extorquens	918
ISMex42	IS5	Methylobacterium extorquens	841
ISMhu10	IS5	Methanospirillum hungatei	1248
ISMich1	IS5	Microcoleus chthonoplastes	1670
ISMisp1	IS5	Marinomonas sp.	1497
ISMma12	IS5	Methanosarcina mazei	875
ISMmi1	IS5	Methanobrevibacter millerae	1251
ISMno12	IS5	Methylobacterium nodulans	924
ISMno18	IS5	Methylobacterium nodulans	864
ISMpo5	IS5	Methylobacterium populi	891
ISMpo7	IS5	Methylobacterium populi	848
ISMpo8	IS5	Methylobacterium populi	849
ISMra2	IS5	Methylobacterium radiotolerans	905
ISMra5	IS5	Methylobacterium radiotolerans	832
ISMra6	IS5	Methylobacterium radiotolerans	851
ISMru1	IS5	Methanobrevibacter ruminantium	1252
ISMt1	IS5	Mycobacterium tuberculosis	969
ISMte1	IS5	Methanoplasma termitum	1020
ISMth3	IS5	Methanosaeta thermophila	988
ISMtsp14	IS5	Methylobacterium sp.	860
ISMtsp20	IS5	Methylobacterium sp.	926
ISMye2	IS5	Metallosphaera yellowstonensis	1050
ISNagr1	IS5	Natronobacterium gregoryi	938
ISNagr12	IS5	Natronobacterium gregoryi	940
ISNamo1	IS5	Natronomonas moolapensis	1111
ISNamo2	IS5	Natronomonas moolapensis	937
ISNamo4	IS5	Natronomonas moolapensis	1069
ISNemu1A	IS5	Neisseria mucosa	855
ISNemu1B	IS5	Neisseria mucosa	856
ISNeu3	IS5	Nitrosomonas europaea	843
ISNGR9	IS5	Rhizobium sp	857
ISNha6	IS5	Nitrobacter hamburgensis	1547
ISNha7	IS5	Nitrobacter hamburgensis	1302
ISNha8	IS5	Nitrobacter hamburgensis	1288
ISNieu4	IS5	Nitrosomonas eutropha	842
ISNisp7	IS5	Nitrobacter sp.	1276
ISNma1	IS5	Natrialba magadii	934
ISNma2	IS5	Natrialba magadii	1471
ISNme1	IS5	Neisseria meningitidis	1221
ISNmo4	IS5	Nitrococcus mobilis	1176
ISNoc2	IS5	Nitrosococcus oceani	1472
ISNov2	IS5	Novosphingobium sp.	1048
ISNpe14	IS5	Natrinema pellirubrum	1131
ISNpe15	IS5	Natrinema pellirubrum	1069
ISNpe16	IS5	Natrinema pellirubrum	1069
ISNpe17	IS5	Natrinema pellirubrum	1069
ISNpe18	IS5	Natrinema pellirubrum	1070
ISNpe19	IS5	Natrinema pellirubrum	1063
ISNpe2	IS5	Natrinema pellirubrum	1069
ISNph4	IS5	Natronomonas pharaonis	929
ISNpu11	IS5	Nostoc punctiforme	1072
ISNtsp1	IS5	Nitrosomonas sp.	1497
ISOan4	IS5	Octadecabacter antarcticus	1052
ISOcan1	IS5	Ochrobactrum anthropi	1135
ISOgr3	IS5	Oceanicola granulosus	1052
ISOpb2	IS5	Opitutaceae bacterium	1462
ISOt6	IS5	Orientia tsutsugamushi	908
ISPa10	IS5	Pseudomonas aeruginosa	1193
ISPa100	IS5	Pseudomonas aeruginosa	1280
ISPa106	IS5	Pseudomonas aeruginosa	1214
ISPa124	IS5	Pseudomonas aeruginosa	867
ISPa16	IS5	Pseudomonas aeruginosa	1192
ISPa26	IS5	Pseudomonas aeruginosa	1193
ISPa35	IS5	Pseudomonas aeruginosa	1031
ISPa41	IS5	Pseudomonas aeruginosa	1168
ISPa51	IS5	Pseudomonas aeruginosa	1208
ISPa52	IS5	Pseudomonas aeruginosa	1190
ISPa54	IS5	Pseudomonas aeruginosa	1159
ISPa67	IS5	Pseudomonas aeruginosa	852
ISPa8	IS5	Pseudomonas aeruginosa	1324
ISPa9	IS5	Pseudomonas aeruginosa	1207
ISPa95	IS5	Pseudomonas aeruginosa	1192
ISPa96	IS5	Pseudomonas aeruginosa	1179
ISPac1	IS5	Candidatus Parvarchaeum	993
ISPaen2	IS5	Paenibacillus sp.	1786
ISPaen3	IS5	Paenibacillus sp.	914
ISPaes1	IS5	Paracoccus aestuarii	851
ISPaes2	IS5	Paracoccus aestuarii	841
ISPak1	IS5	Paracoccus alkenifer	853
ISPal1	IS5	Pseudomonas alcaligenes	924
ISPam1	IS5	Paracoccus aminophilus	1050
ISPam2	IS5	Paracoccus aminophilus	1054
ISPam4	IS5	Paracoccus aminophilus	865
ISPan1	IS5	Pantoea ananatis	1056
ISParac1	IS5	Paracaedibacter acanthamoebae	1101
ISPbe2	IS5	Paracoccus bengalensis	851
ISPepr6	IS5	Pelobacter propionicus	1322
ISPeth2	IS5	Pelotomaculum thermopropionicum	1642
ISPg7	IS5	Porphyromonas gingivalis	1428
ISPg8	IS5	Porphyromonas gingivalis	1338
ISPha1	IS5	Paracoccus halophilus	842
ISPha2	IS5	Paracoccus halophilus	1387
ISPhae1	IS5	Paracoccus haeundaensis	1485
ISPist1	IS5	Pirellula staleyi	920
ISPko1	IS5	Paracoccus kondratievae	1050
ISPko3	IS5	Paracoccus kondratievae	1050
ISPko5	IS5	Paracoccus kondratievae	851
ISPlc1	IS5	Paracoccus alcaliphilus	1050
ISPlu14	IS5	Photorhabdus luminescens	1582
ISPlu7	IS5	Photorhabdus luminescens	921
ISPmar3	IS5	Paracoccus marcusii	1282
ISPme2	IS5	Paracoccus methylutens	851
ISPmo2	IS5	Pseudomonas monteilii	1188
ISPna3	IS5	Polaromonas naphthalenivorans	1425
ISPna4	IS5	Polaromonas naphthalenivorans	1093
ISPna5	IS5	Polaromonas naphthalenivorans	1088
ISPpa2	IS5	Paracoccus pantotrophus	832
ISPpa3	IS5	Paracoccus pantotrophus	1054
ISPpa4	IS5	Paracoccus pantotrophus	1053
ISPpa6	IS5	Paracoccus pantotrophus	850
ISPpa8	IS5	Paracoccus pantotrophus	1050
ISPpu18	IS5	Pseudomonas putida	1192
ISPpu21	IS5	Pseudomonas putida	1190
ISPre1	IS5	Pseudomonas resinovorans	1192
ISPre2	IS5	Pseudomonas resinovorans	1190
ISPrre2	IS5	Providencia rettgeri	1053
ISPrst2	IS5	Providencia stuartii	867
ISPrst3	IS5	Providencia stuartii	869
ISPs1	IS5	Pseudomonas syringae	910
ISPsfu1	IS5	Pseudomonas fulva	1192
ISPso2	IS5	Paracoccus solventivorans	832
ISPso3	IS5	Paracoccus solventivorans	1283
ISPsp1	IS5	Pseudomonas sp.	1188
ISPsp10	IS5	Pseudomonas sp.	945
ISPsp3	IS5	Pseudomonas sp.	1190
ISPsp6	IS5	Pseudomonas sp.	1210
ISPssp5	IS5	Psychrobacter sp.	837
ISPssy	IS5	Pseudomonas syringae	1188
ISPst12	IS5	Pseudomonas stutzeri	1331
ISPst5	IS5	Pseudomonas stutzeri	1191
ISPst7	IS5	Pseudomonas stutzeri	1192
ISPst8	IS5	Pseudomonas stutzeri	911
ISPsy19	IS5	Pseudomonas syringae	1178
ISPsy2	IS5	Pseudomonas syringae	1194
ISPsy44	IS5	Pseudomonas syringae	855
ISPsy45	IS5	Pseudomonas syringae	1188
ISPsy46	IS5	Pseudomonas syringae	1210
ISPta1	IS5	Prevotella tannerae	1428
ISPth1	IS5	Paracoccus thiocyanatus	1054
ISPto9	IS5	Psychroflexus torquis	1748
ISPye1	IS5	Paracoccus yeei	866
ISPye10	IS5	Paracoccus yeei	931
ISPye11	IS5	Paracoccus yeei	840
ISPye12	IS5	Paracoccus yeei	1050
ISPye2	IS5	Paracoccus yeei	1484
ISPye20	IS5	Paracoccus yeei	1366
ISPye23	IS5	Paracoccus yeei	1051
ISPye24	IS5	Paracoccus yeei	853
ISPye38	IS5	Paracoccus yeei	1366
ISPye39	IS5	Paracoccus yeei	851
ISPye40	IS5	Paracoccus yeei	852
ISPye41	IS5	Paracoccus yeei	1055
ISPye49	IS5	Paracoccus yeei	841
ISPye50	IS5	Paracoccus yeei	850
ISPye51	IS5	Paracoccus yeei	841
ISPye56	IS5	Paracoccus yeei	1053
ISPye58	IS5	Paracoccus yeei	1366
ISPye7	IS5	Paracoccus yeei	1485
ISPze1	IS5	Paracoccus zeaxanthinifaciens	851
ISRba8	IS5	Rhodopirellula baltica	929
ISRein1	IS5	Regiella insecticola	920
ISRel11	IS5	Rhizobium etli	862
ISRel13	IS5	Rhizobium etli	900
ISRel20	IS5	Rhizobium etli	930
ISRer2	IS5	Rhodococcus erythropolis	1003
ISRfsp3	IS5	Roseiflexus sp.	1126
ISRhba5	IS5	Rhodobacterales bacterium	1053
ISRhosp9	IS5	Rhodococcus sp.	944
ISRhru5	IS5	Rhodospirillum rubrum	842
ISRhru6	IS5	Rhodospirillum rubrum	941
ISRhsp1	IS5	Rhodobacter sphaeroides	1486
ISRhsp4	IS5	Rhodobacter sphaeroides	840
ISRhsp6	IS5	Rhodobacter sphaeroides	1486
ISRhsp7	IS5	Rhodobacter sphaeroides	1397
ISRhsp8	IS5	Rhodobacter sphaeroides	1054
ISRin1	IS5	Roseburia intestinalis	1655
ISRl2	IS5	Rhizobium leguminosarum	932
ISRm12	IS5	Sinorhizobium meliloti	1481
ISRm13	IS5	Sinorhizobium meliloti	1550
ISRm15	IS5	Sinorhizobium meliloti	934
ISRm33	IS5	Sinorhizobium meliloti	1116
ISRm4	IS5	Rhizobium meliloti	933
ISRm4-1	IS5	Rhizobium meliloti	937
ISRm4-3	IS5	Sinorhizobium meliloti	934
ISRme1	IS5	Ralstonia metallidurans	1331
ISRme16	IS5	Ralstonia eutropha	1331
ISRme6	IS5	Ralstonia metallidurans	913
ISRor5	IS5	Raoultella ornithinolytica	1150
ISRosp6	IS5	Roseobacter sp.	1357
ISRpa8	IS5	Rhodopseudomonas palustris	1540
ISRpa9	IS5	Rhodopseudomonas palustris	1539
ISRso1	IS5	Ralstonia solanacearum	884
ISRso18	IS5	Ralstonia solanacearum	1188
ISRso9	IS5	Ralstonia solanacearum	1483
ISRsp13	IS5	Rhizhobium sp.	1353
ISRsp18	IS5	Rhizobium sp.	1560
ISRsp5	IS5	Rhizobium sp.	1320
ISRssp10	IS5	Roseovarius sp.	1364
ISRssp11	IS5	Roseovarius sp.	1356
ISRssp5	IS5	Roseovarius sp.	1047
ISRsu1	IS5	Rhodovulum sulfidophilum	1050
ISRta5	IS5	Cupriavidus taiwanensis	1130
ISRtr3	IS5	Rhizobium tropici	931
ISRtr4	IS5	Rhizobium tropici	932
ISRusp1	IS5	Ruegeria sp.	1051
ISRusp2	IS5	Ruegeria sp.	1049
ISSac2	IS5	Syntrophus aciditrophicus	1595
ISSac3	IS5	Syntrophus aciditrophicus	1595
ISSan1	IS5	Streptomyces anulatus	1071
ISSar1	IS5	Salinispora arenicola	914
ISSav6	IS5	Streptomyces avermitilis	1244
ISSba21	IS5	Shewanella baltica	1050
ISScl1	IS5	Streptomyces clavuligerus	1099
ISSco3	IS5	Streptomyces coelicolor	1101
ISSen2	IS5	Salmonella enterica	846
ISSf1	IS5	Shigella flexneri	257
ISSfl7	IS5	Shigella flexneri	916
ISSgl1	IS5	Sodalis glossinidius	1053
ISSgr2	IS5	Streptomyces griseus	873
ISShsa1	IS5	Shuttleworthia satelles	1613
ISSis3	IS5	Sulfolobus islandicus	1057
ISSisp2	IS5	Silicibacter sp.	1050
ISSlsp2	IS5	Sulfurovum sp.	1570
ISSoc13	IS5	Synechococcus sp.	811
ISSod12	IS5	Shewanella oneidensis	1058
ISSod6	IS5	Shewanella oneidensis	883
ISSoEn1	IS5	Primary endosymbiont	1055
ISSpal2	IS5	Sphingopyxis alaskensis	1314
ISSph1	IS5	Sphingopyxis sp.	1048
ISSpn7	IS5	Streptococcus pneumoniae	856
ISSpo4	IS5	Silicibacter pomeroyi	1092
ISSpo7	IS5	Silicibacter pomeroyi	843
ISSpo9	IS5	Silicibacter pomeroyi	1049
ISSpu10	IS5	Shewanella putrefaciens	879
ISSpu11	IS5	Shewanella putrefaciens	1059
ISSpu14	IS5	Shewanella putrefaciens	1052
ISSpu16	IS5	Shewanella putrefaciens	1055
ISSpu20	IS5	Shewanella putrefaciens	1059
ISSro1	IS5	Streptomyces roseosporus	897
ISSsp126	IS5	Sphingomonas sp.	1293
ISSsv1	IS5	Streptomyces sviceus	967
ISStau10	IS5	Stigmatella aurantiaca	932
ISStau9	IS5	Stigmatella aurantiaca	899
ISSth7	IS5	Streptococcus thermophilus	1215
ISStma16	IS5	Stenotrophomonas maltophilia	846
ISSto3	IS5	Sulfolobus tokodaii	1317
ISStro1	IS5	Streptosporangium roseum	973
ISStro2	IS5	Streptosporangium roseum	912
ISStsp4	IS5	Streptomyces sp.	902
ISStsp5	IS5	Streptomyces sp.	885
ISStsp6	IS5	Streptomyces sp.	1476
ISStsp7	IS5	Streptomyces sp.	976
ISStsp8	IS5	Streptomyces sp.	881
ISStsp9	IS5	Streptomyces sp.	956
ISStu1	IS5	Streptomyces turgidiscabies	889
ISSulsp1	IS5	Sulfurihydrogenibium sp.	993
ISSysp4	IS5	Synechococcus sp.	1724
ISSysp5	IS5	Synechococcus sp.RS9917	1398
ISTar1	IS5	Thermoplasmatales archaeon	1399
ISTasp1	IS5	Thalassiobium sp.	1053
ISTel4	IS5	Thermosynechococcus elongatus	842
ISThar1	IS5	Thaumarchaeota archaeon	997
ISThi1	IS5	Thioalkalivibrio sp.	1191
ISThsp20	IS5	Thiomonas sp.	833
ISThsp21	IS5	Thiomonas sp.	932
ISThsp6	IS5	Thiomonas sp.	843
ISTth7	IS5	Thermus thermophilus	1029
ISUnCu10	IS5	Uncultured marine	1691
ISUnCu15	IS5	uncultured bacterium	1053
ISUnCu2	IS5	Uncultured bacterium	1491
ISV-M52	IS5	Vibrio mimicus	1044
ISVa1	IS5	Vibrio anguillarum	1041
ISVa2	IS5	Vibrio anguillarum	1054
ISVal1	IS5	Vibrio alginolyticus	1054
ISVba2	IS5	Vibrionales bacterium	1054
ISVbsp2	IS5	Magnetic vibrio	1489
ISVbsp3	IS5	Vibrio sp.	1054
ISVch5	IS5	Vibrio cholerae	1197
ISVch8	IS5	Vibrio cholerae	1053
ISVch9	IS5	Vibrio cholerae	1195
ISVei5	IS5	Verminephrobacter eiseniae	1620
ISVha3	IS5	Vibrio harveyi	857
ISVpa3	IS5	Vibrio parahaemolyticus	1054
ISVvu5	IS5	Vibrio vulnificus	1054
ISWpi1	IS5	Wolbachia pipientis	916
ISXbo1	IS5	Xenorhabdus bovienii	891
ISXc6	IS5	Xanthomonas campestris	1500
ISXca5	IS5	Xanthomonas campestris	1514
ISXfu1	IS5	Xanthomonas fuscans	1162
ISXfu2	IS5	Xanthomonas fuscans	1157
ISXo1	IS5	Xanthomonas oryzae	1156
ISXo3	IS5	Xanthomonas oryzae	844
ISXo4	IS5	Xanthomonas oryzae	1513
ISXo9	IS5	Xanthomonas oryzae	1513
ISXoo14	IS5	Xanthomonas oryzae	1310
ISXoo4	IS5	Xanthomonas oryzae	1530
ISXoo5	IS5	Xanthomonas oryzae	1607
ISXoo7	IS5	Xanthomonas oryzae	1157
ISZmo1	IS5	Zymomonas mobilis	1068
MITEHapa1	IS5	Haladaptatus paucihalophilus	149
MITEHarch1	IS5	Halophilic archaeon	216
MITEHarch2	IS5	Halophilic archaeon	158
MITEHgi1	IS5	Haloferax gibbonsii	125
MITEHgi2	IS5	Haloferax gibbonsii	125
MITEHhi1	IS5	Haloarcula hispanica	149
MITEHhi2	IS5	Haloarcula hispanica	150
MITEHmu1	IS5	Halomicrobium mukohataei	150
MITEHsal11	IS5	Halobacterium salinarum	107
MITEHsal13	IS5	Halobacterium salinarum	183
MITEHsal14	IS5	Halobacterium salinarum	697
MITEHsal2	IS5	Halobacterium salinarum	405
MITEHsal3	IS5	Halobacterium salinarum	374
MITEHsal7	IS5	Halobacterium salinarum	180
MITEHvo1	IS5	Haloferax volcanii	125
MITEHvo2	IS5	Haloferax volcanii	125
MITEHwa5	IS5	Haloquadratum walsbyi	404
MITEHwa6	IS5	Haloquadratum walsbyi	149
MITEHwa7	IS5	Haloquadratum walsbyi	144
MITEHwa8	IS5	Haloquadratum walsbyi	146
MITEKpn1	IS5	Klebsiella pneumoniae	109
MITENagr1	IS5	Natronobacterium gregoryi	148
MITENamo5	IS5	Natronomonas moolapensis	405
MITENma1	IS5	Natrialba magadii	179
MITENpe1	IS5	Natrinema pellirubrum	125
MITENpe2	IS5	Natrinema pellirubrum	151
IS1004	IS200/IS605	Vibrio cholerae	620
IS1006	IS6	Acinetobacter junii	819
IS1007	IS6	Acinetobacter sp.	819
IS1008	IS6	Acinetobacter calcoaceticus	820
IS1066	IS630	Pseudomonas sp.	1137
IS1131	IS66	Agrobacterium tumefaciens	2773
IS1136	IS200/IS605	Saccharopolyspora erythraea	1402
IS1216	IS6	Enterococcus hirae	809
IS1216E	IS6	Enterococcus faecium	808
IS1216V	IS6	Enterococcus sp.	809
IS1253A	IS200/IS605	Dichelobacter nodosus	1689
IS1253B	IS200/IS605	Dichelobacter nodosus	1698
IS1297	IS6	Leuconostoc mesenteroides	808
IS1313	IS66	Agrobacterium tumefaciens	2547
IS1327	IS6	Erwinia herbicola	810
IS1341	IS200/IS605	Thermophilic bacterium	1353
IS1469	IS200/IS605	Clostridium perfringens	717
IS1471	IS630	Burkholderia cepacia	1113
IS14999	IS630	Corynebacterium glutamicum	1149
IS15	IS6	Salmonella panama	1648
IS1535	IS607	Mycobacterium tuberculosis	2300
IS1536	IS607	Mycobacterium tuberculosis	1392
IS1537	IS607	Mycobacterium tuberculosis	1890
IS1538	IS607	Mycobacterium tuberculosis	2056
IS1539	IS607	Mycobacterium tuberculosis	2058
IS1541A	IS200/IS605	Yersinia pseudotuberculosis	710
IS1541B	IS200/IS605	Yersinia pseudotuberculosis	710
IS1541C	IS200/IS605	Yersinia enterocolitica	709
IS1541D	IS200/IS605	Yersinia enterocolitica	710
IS15DI	IS6	Salmonella panama	820
IS15DII	IS6	Salmonella panama	820
IS15DIV	IS6	Salmonella typhimurium	820
IS1602	IS607	Mycobacterium tuberculosis	2053
IS1628	IS6	Corynebacterium glutamicum	841
IS1635	IS6	Yersinia intermedia	861
IS1921	IS607	Acidianus ambivalens	1922
IS1936	IS6	Salmonella wien	800
IS200	IS200/IS605	Salmonella typhimurium	709
IS200C	IS200/IS605	Escherichia coli	709
IS200F	IS200/IS605	Salmonella typhimurium	710
IS200G	IS200/IS605	Yersinia pestis	710
IS200H	IS200/IS605	Salmonella abortusovis	707
IS200S	IS200/IS605	Streptococcus pneumoniae	587
IS2020	IS6	Brucella melitensis	815
IS240A	IS6	Bacillus thuringiensis	861
IS240B	IS6	Bacillus thuringiensis	861
IS240C	IS6	Bacillus cereus	817
IS240F	IS6	Bacillus thuringiensis	806
IS257-1	IS6	Staphylococcus aureus	791
IS257-2	IS6	Staphylococcus aureus	790
IS257-3	IS6	Staphylococcus aureus	789
IS257R1	IS6	Staphylococcus aureus	790
IS257R2	IS6	Staphylococcus aureus	789
IS26	IS6	Proteus vulgaris	820
IS292	IS66	Agrobacterium sp.	2496
IS431L	IS6	Staphylococcus aureus	788
IS431mec	IS6	Staphylococcus aureus	790
IS431R	IS6	Staphylococcus aureus	790
IS605	IS200/IS605	Helicobacter pylori	1887
IS606	IS200/IS605	Helicobacter pylori	1967
IS607	IS607	Helicobacter pylori	2027
IS609	IS200/IS605	Escherichia coli	1748
IS6100	IS6	Mycobacterium fortuitum	880
IS630	IS630	Shigella sonnei	1153
IS630-Spn1	IS630	Streptococcus pneumoniae	895
IS642	IS630	Bacillus halodurans	1142
IS657	IS200/IS605	Bacillus halodurans	734
IS66	IS66	Agrobacterium tumefaciens	2556
IS679	IS66	Escherichia coli	2704
IS682	IS66	Escherichia coli	2533
IS684	IS66	Pseudomonas syringae	2040
IS692	IS66	Agrobacterium tumefaciens	2563
IS693	IS66	Rhizobium sp.	3078
IS71	IS66	Agrobacterium tumefaciens	2386
IS8301	IS200/IS605	Deinococcus radiodurans	1741
IS866	IS66	Agrobacterium tumefaciens	2716
IS867	IS66	Agrobacterium tumefaciens	307
IS870	IS630	Agrobacterium vitis	1146
IS883	IS66	Ralstonia eutropha	2461
IS885	IS630	Ralstonia eutropha	1100
IS891	IS200/IS605	Anabaena sp.	1352
IS895	IS630	Anabaena sp.	1192
IS946M	IS6	Lactococcus lactis	800
IS946V	IS6	Lactococcus lactis	808
ISA1083-2	IS630	Archaeoglobus fulgidus	1083
ISAac1	IS200/IS605	Actinobacillus actinomycetemcomitans	712
ISAac3	IS200/IS605	Aggregatibacter actinomycetemcomitans	722
ISAar31	IS630	Arthrobacter arilaitensis	1155
ISAba16	IS66	Acinetobacter baumannii	2552
ISAba17	IS66	Acinetobacter baumannii	2594
ISAba24	IS66	Acinetobacter baumannii	2421
ISAba25	IS66	Acinetobacter baumannii	2491
ISAba28	IS66	Acinetobacter baumannii	2740
ISAba30	IS200/IS605	Acinetobacter baumannii	1769
ISAba44	IS630	Acinetobacter baumannii	882
ISAba46	IS66	Acinetobacter baumannii	2512
ISAba49	IS66	Acinetobacter baumannii	2554
ISAba52	IS6	Acinetobacter baumannii	820
ISAbe9	IS630	Acinetobacter bereziniae	997
ISAcma1	IS6	Acaryochloris marina	846
ISAcma14	IS630	Acaryochloris marina	1138
ISAcma15	IS630	Acaryochloris marina	1083
ISAcma25	IS630	Acaryochloris marina	950
ISAcma27	IS630	Acaryochloris marina	1185
ISAcma28	IS630	Acaryochloris marina	1130
ISAcma29	IS630	Acaryochloris marina	1210
ISAcma30	IS630	Acaryochloris marina	1201
ISAcma31	IS630	Acaryochloris marina	939
ISAcma32	IS630	Acaryochloris marina	1161
ISAcma34	IS630	Acaryochloris marina	1081
ISAcma35	IS630	Acaryochloris marina	1201
ISAcma39	IS200/IS605	Acaryochloris marina	584
ISAcma41	IS630	Acaryochloris marina	1139
ISAcr2	IS6	Acidiphilium cryptum	892
ISAde1	IS66	Anaeromyxobacter dehalogenans	2957
ISAeh1	IS66	Alkalilimnicola ehrlichei	2320
ISAeme16	IS630	Aeromonas media	1162
ISAeme23	IS66	Aeromonas media	1557
ISAeme24	IS66	Aeromonas media	1557
ISAeme5	IS66	Aeromonas media	2438
ISAeme8	IS200/IS605	Aeromonas media	1739
ISAeme9	IS200/IS605	Aeromonas media	1332
ISAfe10	IS607	Acidithiobacillus ferrooxidans	2232
ISAfe11	IS607	Acidithiobacillus ferrooxidans	2080
ISAfe4	IS66	Acidithiobacillus ferrooxidans	2477
ISAfe8	IS200/IS605	Acidithiobacillus ferrooxidans	1472
ISAhy2	IS630	Aeromonas hydrophila	1158
ISAli10	IS66	Azospirillum lipoferum	2584
ISAli15	IS66	Azospirillum lipoferum	2658
ISAli19	IS200/IS605	Azospirillum lipoferum	1336
ISAli2	IS630	Azospirillum lipoferum	1171
ISAli3	IS630	Azospirillum lipoferum	1167
ISAlw16	IS66	Acinetobacter lwoffii	2512
ISAlw17	IS630	Acinetobacter lwoffii	877
ISAlw18	IS630	Acinetobacter lwoffii	1078
ISAlw34	IS66	Acinetobacter lwoffii	2511
ISAma4	IS66	Alteromonas macleodii	1529
ISAnsp10	IS630	Anaeromyxobacter sp.	1185
ISAnsp12	IS66	Anaeromyxobacter sp.	2926
ISAnsp3	IS66	Anaeromyxobacter sp.	2518
ISApr5	IS6	Alpha proteobacterium	806
ISApr6	IS66	Alpha proteobacterium	2479
ISAr1	IS630	Agrobacterium rhizogenes	1146
ISArch14	IS66	uncultured archaeon	1560
ISArch15	IS66	Uncultured archaeon	1427
ISArch19	IS66	uncultured archaeon	1540
ISArch3	IS630	Uncultured archaeon	1077
ISArch4	IS630	Uncultured archaeon	1212
ISArch7	IS66	Uncultured archeon	1839
ISArma1	IS607	Arthrospira maxima	1766
ISAs21	IS66	Aeromonas salmonicida	1530
ISAs26	IS200/IS605	Aeromonas salmonicida	1798
ISAs35	IS66	Aeromonas salmonicida	1533
ISAsp11	IS200/IS605	Anabaena sp.	1512
ISAsp12	IS200/IS605	Anabaena sp.	1519
ISAsp13	IS200/IS605	Anabaena sp.	1602
ISAsp14	IS200/IS605	Anabaena sp.	1794
ISAsp15	IS200/IS605	Anabaena sp.	1663
ISAsp18	IS200/IS605	Anabaena sp.	1430
ISAsp19	IS200/IS605	Anabaena sp.	1652
ISAsp20	IS200/IS605	Anabaena sp.	681
ISAsp6	IS200/IS605	Anabaena sp.	1964
ISAsp8	IS200/IS605	Anabaena sp.	1353
ISAsp9	IS200/IS605	Anabaena sp.	1591
ISAtsp1	IS630	Arthrospira sp.	957
ISAtsp4	IS630	Arthrospira sp.	1138
ISAtsp7	IS630	Arthrospira sp.	1032
ISAtu6	IS66	Agrobacterium tumefaciens	2798
ISAva2	IS66	Anabaena variabilis	1547
ISAva6	IS630	Anabaena variabilis	1161
ISAzba6	IS630	Azospirillum brasilense	1138
ISAzca2	IS66	Azorhizobium caulinodans	2458
ISAzo15	IS66	Azoarcus sp.	2441
ISAzo19	IS66	Azoarcus sp.	2423
ISAzo20	IS200/IS605	Azoarcus sp.	624
ISAzo21	IS66	Azoarcus sp.	2423
ISAzo30	IS630	Azoarcus sp.	1100
ISAzo32	IS630	Azoarcus sp.	1100
ISAzo33	IS630	Azoarcus sp.	1100
ISAzo9	IS630	Azoarcus sp.	1483
ISAzs14	IS630	Azospirillum sp.	1176
ISAzs18	IS66	Azospirillum sp.	2633
ISAzs20	IS66	Azospirillum sp.	2811
ISAzs21	IS66	Azospirillum sp.	2598
ISAzs31	IS630	Azospirillum sp.	1160
ISAzs37	IS630	Azospirillum sp.	1058
ISAzs7	IS66	Azospirillum sp.	1455
ISBaps1	IS66	Bacillus pseudomycoides	2424
ISBce17	IS607	Bacillus cereus	1966
ISBce3	IS200/IS605	Bacillus cereus	1813
ISBcen14	IS66	Burkholderia cenocepacia	2516
ISBcen19	IS66	Burkholderia cenocepacia	2450
ISBdi14	IS630	Bradyrhizobium diazoefficiens	1044
ISBf10	IS66	Bacteroides fragilis	2939
ISBj5	IS630	Bradyrhizobium japonicum	1185
ISBj7	IS6	Bradyrhizobium japonicum	824
ISBj7_B	IS66	Bradyrhizobium japonicum	2865
ISBli13	IS630	Brevibacterium linens	1133
